Ticker,Name,Exchange,Category,Country,Quote,Key,Income,Balance,Cash,Insider,Bonds
JSDA,Jones Soda Co.,PNK,Beverages - Soft Drinks,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
GSV,Gold Standard Ventures Corp,ASE,Gold,USA,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,N,N
GLDD,Great Lakes Dredge & Dock Corporation,NMS,Heavy Construction,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
GFN,General Finance Corporation,NGM,Rental & Leasing Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
FFIC,Flushing Financial Corporation,NMS,Savings & Loans,USA,4/4/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
EDUC,Educational Development Corporation,NGM,Publishing - Books,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
DWSN,Dawson Geophysical Company,NMS,Oil & Gas Equipment & Services,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
DLHC,DLH Holdings Corp.,NCM,Staffing & Outsourcing Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CZFS,Citizens Financial Services Inc.,OBB,Regional - Northeast Banks,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CVCO,Cavco Industries Inc.,NMS,Residential Construction,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CSWC,Capital Southwest Corporation,NMS,Asset Management,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CPIX,Cumberland Pharmaceuticals Inc.,NMS,Drug Manufacturers - Other,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
COTY,Coty Inc.,NYQ,Personal Products,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CNFR,Conifer Holdings Inc.,NGM,Property & Casualty Insurance,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
CNET,ChinaNet Online Holdings Inc.,NCM,Advertising Agencies,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
CLIR,ClearSign Combustion Corporation,NCM,Pollution & Treatment Controls,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CLFD,Clearfield Inc.,NGM,Communication Equipment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
CFFI,C&F Financial Corporation,NMS,Regional - Mid-Atlantic Banks,USA,4/4/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
WAC,Walter Investment Management Corp.,NYQ,Mortgage Investment,USA,4/4/2021,N,5/29/2021,5/29/2021,4/4/2021,N,N
VGZ,Vista Gold Corp.,ASE,Gold,USA,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,N
TNDM,Tandem Diabetes Care Inc.,NGM,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
STLY,Stanley Furniture Company Inc.,NMS,Home Furnishings & Fixtures,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SMED,Sharps Compliance Corp.,NCM,Waste Management,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SIEB,Siebert Financial Corp.,NCM,Investment Brokerage - Regional,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
SCX,The L.S. Starrett Company,NYQ,Small Tools & Accessories,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PRTY,Party City Holdco Inc.,NYQ,Specialty Retail Other,USA,6/1/2021,5/28/2021,5/28/2021,5/28/2021,5/29/2021,5/29/2021,N
PHI,PLDT Inc.,NYQ,Telecom Services - Foreign,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
PCO,Pendrell Corporation,NCM,Business Services,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
NWFL,Norwood Financial Corp.,NGM,Regional - Northeast Banks,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MGCD,MGC Diagnostics Corporation,NCM,Medical Appliances & Equipment,USA,5/11/2021,N,5/29/2021,5/29/2021,4/25/2021,N,N
KMG,KMG Chemicals Inc.,NYQ,Specialty Chemicals,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
KCLI,Kansas City Life Insurance Company,PNK,Life Insurance,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
JRJC,China Finance Online Co. Limited,NMS,Internet Information Providers,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
JJSF,J&J Snack Foods Corp.,NMS,Processed & Packaged Goods,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
INTT,inTEST Corporation,ASE,Semiconductor - Integrated Circuits,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
IIN,IntriCon Corporation,NGM,Industrial Electrical Equipment,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
HCCI,Heritage-Crystal Clean Inc,NMS,Pollution & Treatment Controls,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
HAE,Haemonetics Corporation,NYQ,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
GLCH,Gleacher & Company Inc.,PNK,Asset Management,USA,3/28/2021,N,5/29/2021,5/29/2021,4/4/2021,N,N
FUNC,First United Corporation,NMS,Regional - Mid-Atlantic Banks,USA,4/4/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
FOXF,Fox Factory Holding Corp,NMS,Recreational Vehicles,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
FLIC,The First of Long Island Corporation,NCM,Regional - Northeast Banks,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
FCAP,First Capital Inc.,NCM,Savings & Loans,USA,4/4/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ERN,Erin Energy Corporation,ASE,Independent Oil & Gas,USA,5/11/2021,N,5/29/2021,5/29/2021,4/3/2021,N,N
ENSV,Enservco Corporation,ASE,Independent Oil & Gas,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
DYNT,Dynatronics Corporation,NCM,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
DWCH,Datawatch Corporation,NCM,Business Software & Services,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
DOOR,Masonite International Corporation,NYQ,General Building Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DL,China Distance Education Holdings Limited,NYQ,Education & Training Services,USA,3/21/2021,N,5/28/2021,5/28/2021,3/21/2021,N,N
CTO,Consolidated-Tomoka Land Co.,ASE,Real Estate Development,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CTHR,Charles & Colvard Ltd.,NMS,Jewelry Stores,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
CPHI,China Pharma Holdings Inc.,ASE,Drug Manufacturers - Major,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
CODI,Compass Diversified Holdings LLC,NYQ,Conglomerates,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CET,Central Securities Corp.,ASE,Asset Management,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
WTFC,Wintrust Financial Corporation,NMS,Regional - Midwest Banks,USA,3/28/2021,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
WLTW,Willis Towers Watson Public Limited Company,NMS,Insurance Brokers,USA,3/28/2021,5/29/2021,4/4/2021,5/29/2021,5/29/2021,N,N
VIDE,Video Display Corporation,PNK,Computer Peripherals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
TMHC,Taylor Morrison Home Corporation,NYQ,Residential Construction,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
TGA,TransGlobe Energy Corporation,NMS,Independent Oil & Gas,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
SENEB,Seneca Foods Corporation,NMS,Processed & Packaged Goods,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
SENEA,Seneca Foods Corporation,NMS,Processed & Packaged Goods,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
ROG,Rogers Corporation,NYQ,Diversified Electronics,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
RAND,Rand Capital Corporation,NCM,Asset Management,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
QTMM,Quantum Materials Corp.,PNK,Industrial Metals & Minerals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
PMC,PharMerica Corporation,NYQ,Medical Equipment Wholesale,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
NTIC,Northern Technologies International Corporation,NGM,Specialty Chemicals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
LMNR,Limoneira Company,NMS,Farm Products,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
JW-A,John Wiley & Sons Inc.,NYQ,Publishing - Books,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
ITUS,ITUS Corporation,NCM,Business Services,USA,5/12/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
ITIC,Investors Title Company,NMS,Surety & Title Insurance,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
IRIX,IRIDEX Corporation,NGM,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
INTG,The InterGroup Corporation,NCM,Property Management,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ICD,Independence Contract Drilling Inc.,NYQ,Oil & Gas Drilling & Exploration,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
GTLS,Chart Industries Inc.,NMS,Metal Fabrication,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DRIO,DarioHealth Corp.,NCM,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
HD,The Home Depot Inc.,NYQ,Home Improvement Stores,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
DLTR,Dollar Tree Inc.,NMS,Discount Variety Stores,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
D,Dominion Energy Inc.,NYQ,Electric Utilities,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DPS,Dr Pepper Snapple Group Inc.,NYQ,Beverages - Soft Drinks,USA,5/11/2021,N,5/29/2021,5/29/2021,4/3/2021,N,N
DRI,Darden Restaurants Inc.,NYQ,Restaurants,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
XRAY,DENTSPLY SIRONA Inc.,NMS,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DHI,D.R. Horton Inc.,NYQ,Residential Construction,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DGX,Quest Diagnostics Incorporated,NYQ,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DFS,Discover Financial Services,NYQ,Credit Services,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ODP,Office Depot Inc.,NMS,Specialty Retail Other,USA,6/1/2021,5/28/2021,5/28/2021,5/28/2021,5/29/2021,5/29/2021,N
DLR,Digital Realty Trust Inc.,NYQ,REIT - Office,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DPZ,Domino s Pizza Inc.,NYQ,Restaurants,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
DDS,Dillard s Inc.,NYQ,Department Stores,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
DEO,Diageo plc,NYQ,Beverages - Wineries & Distillers,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
DBD,Diebold Nixdorf Incorporated,NYQ,Diversified Computer Systems,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
RDS-B,Royal Dutch Shell plc,NYQ,Major Integrated Oil & Gas,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
DY,Dycom Industries Inc.,NYQ,Heavy Construction,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DKS,Dick s Sporting Goods Inc.,NYQ,Sporting Goods Stores,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
DXCM,DexCom Inc.,NMS,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DVA,DaVita Inc.,NYQ,Specialized Health Services,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DFT,DuPont Fabros Technology Inc.,NYQ,REIT - Office,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
DRQ,Dril-Quip Inc.,NYQ,Oil & Gas Equipment & Services,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
DGI,DigitalGlobe Inc.,NYQ,Aerospace Defense Products & Services,USA,5/12/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
DSX,Diana Shipping Inc.,NYQ,Shipping,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DST,DST Systems Inc.,NYQ,Business Software & Services,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
DLB,Dolby Laboratories Inc.,NYQ,Diversified Electronics,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ODFL,Old Dominion Freight Line Inc.,NMS,Trucking,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DK,Delek US Holdings Inc.,NYQ,Oil & Gas Refining & Marketing,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
DHT,DHT Holdings Inc.,NYQ,Shipping,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
VDSI,VASCO Data Security International Inc.,NCM,Security Software & Services,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
DAKT,Daktronics Inc.,NMS,Computer Based Systems,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
KTOS,Kratos Defense & Security Solutions Inc.,NMS,Security & Protection Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
FANG,Diamondback Energy Inc.,NMS,Independent Oil & Gas,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
DYN,Dynegy Inc.,NYQ,Electric Utilities,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DMLP,Dorchester Minerals L.P.,NMS,Diversified Investments,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
DCO,Ducommun Incorporated,NYQ,Aerospace Defense Products & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DOC,Physicians Realty Trust,NYQ,REIT - Healthcare Facilities,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DEPO,Depomed Inc.,NMS,Drug Manufacturers - Other,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
WD,Walker & Dunlop Inc.,NYQ,Mortgage Investment,USA,4/4/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
STLD,Steel Dynamics Inc.,NMS,Steel & Iron,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DHX,DHI Group Inc.,NYQ,Staffing & Outsourcing Services,USA,5/12/2021,N,5/30/2021,5/8/2021,5/8/2021,5/30/2021,N
DGII,Digi International Inc.,NMS,Networking & Communication Devices,USA,5/12/2021,5/30/2021,5/8/2021,5/30/2021,5/30/2021,5/30/2021,N
DAR,Darling Ingredients Inc.,NYQ,Waste Management,USA,3/28/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DORM,Dorman Products Inc.,NMS,Auto Parts,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
DLNG,Dynagas LNG Partners LP,NYQ,Shipping,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DIN,DineEquity Inc.,NYQ,Restaurants,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
TGS,Transportadora de Gas Del Sur S.A.,NYQ,Gas Utilities,USA,5/8/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
RDY,Dr. Reddy s Laboratories Limited,NYQ,Drug Manufacturers - Other,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DRD,DRDGOLD Limited,NYQ,Gold,USA,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,N,N
DM,Dominion Energy Midstream Partners LP,NYQ,Oil & Gas Pipelines,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
DCT,DCT Industrial Trust Inc.,NYQ,REIT - Industrial,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DCM,NTT DOCOMO INC.,NYQ,Diversified Communication Services,USA,5/11/2021,N,5/28/2021,5/28/2021,5/28/2021,N,N
IDXG,Interpace Diagnostics Group Inc.,NCM,Business Services,USA,5/12/2021,5/30/2021,4/25/2021,5/30/2021,5/30/2021,5/30/2021,N
DXPE,DXP Enterprises Inc.,NMS,Industrial Equipment Wholesale,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
TACO,Del Taco Restaurants Inc.,NCM,Restaurants,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
SDPI,Superior Drilling Products Inc.,ASE,Oil & Gas Equipment & Services,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
PLOW,Douglas Dynamics Inc.,NYQ,Auto Parts,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
KRNT,Kornit Digital Ltd.,NMS,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
FDP,Fresh Del Monte Produce Inc.,NYQ,Farm Products,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
DSS,Document Security Systems Inc.,ASE,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,4/25/2021,N,N
DIOD,Diodes Incorporated,NMS,Semiconductor - Integrated Circuits,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DCTH,Delcath Systems Inc.,NCM,Drug Delivery,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DRNA,Dicerna Pharmaceuticals Inc.,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
TWIN,Twin Disc Incorporated,NMS,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
TDS,Telephone and Data Systems Inc.,NYQ,Wireless Communications,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
DSPG,DSP Group Inc.,NMS,Semiconductor - Integrated Circuits,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
GNMK,GenMark Diagnostics Inc.,NGM,Medical Appliances & Equipment,USA,3/27/2021,N,5/29/2021,5/29/2021,4/25/2021,5/29/2021,N
DXLG,Destination XL Group Inc.,NMS,Apparel Stores,USA,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,N
DVD,Dover Motorsports Inc.,NYQ,Sporting Activities,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
DKL,Delek Logistics Partners LP,NYQ,Independent Oil & Gas,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
DXYN,The Dixie Group Inc.,NGM,Textile Industrial,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DNOW,NOW Inc.,NYQ,Oil & Gas Equipment & Services,USA,6/2/2021,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
DSWL,Deswell Industries Inc.,NGM,Rubber & Plastics,USA,5/12/2021,5/30/2021,4/25/2021,4/25/2021,4/25/2021,N,N
DHIL,Diamond Hill Investment Group Inc.,NMS,Asset Management,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
VDTH,Videocon d2h Limited,NMS,CATV Systems,USA,5/11/2021,N,5/28/2021,5/28/2021,3/20/2021,N,N
TAYD,Taylor Devices Inc.,NCM,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NAK,Northern Dynasty Minerals Ltd.,ASE,Industrial Metals & Minerals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DVCR,Diversicare Healthcare Services Inc.,NCM,Long-Term Care Facilities,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DEI,Douglas Emmett Inc.,NYQ,REIT - Diversified,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DION,Dionics Inc.,PNK,Semiconductor - Specialized,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DISCK,Discovery Communications Inc.,NMS,Entertainment - Diversified,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
DEER,Deer Consumer Products Inc.,PNK,Home Furnishings & Fixtures,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DAIO,Data I O Corporation,NCM,Diversified Electronics,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
IPDN,Professional Diversity Network Inc.,NCM,Internet Information Providers,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
DPSI,Decisionpoint Systems Inc.,PNK,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DGICB,Donegal Group Inc.,NMS,Property & Casualty Insurance,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
CJJD,China Jo-Jo Drugstores Inc.,NCM,Drug Stores,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
HTGM,HTG Molecular Diagnostics Inc.,NCM,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ESDI,Eastside Distilling Inc.,NCM,Beverages - Wineries & Distillers,USA,5/11/2021,N,5/28/2021,5/28/2021,5/28/2021,N,N
DIGP,DigiPath Inc.,PNK,Healthcare Information Services,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ISDR,Issuer Direct Corporation,ASE,Information Technology Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DRSV,Debt Resolve Inc.,PNK,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DPSM,3D Pioneer Systems Inc.,PNK,Conglomerates,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DECN,Decision Diagnostics Corp.,PNK,Drug Stores,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
EDRG,Eight Dragons Company,PNK,Diversified Investments,USA,3/28/2021,N,5/29/2021,5/29/2021,4/4/2021,N,N
DIALF,Dialight plc,PNK,Entertainment - Diversified,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
