Ticker,Name,Exchange,Category,Country,Quote,Income,Balance,Cash,Insider,Institutional,Bonds,Buybacks
AXDX,Accelerate Diagnostics Inc.,NCM,Medical Laboratories & Research,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AVHI,AV Homes Inc.,NMS,Residential Construction,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AVA,Avista Corporation,NYQ,Diversified Utilities,USA,5/8/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ATHX,Athersys Inc.,NCM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ARWR,Arrowhead Pharmaceuticals Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ANGI,Angie s List Inc.,NMS,Internet Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AMG,Affiliated Managers Group Inc.,NYQ,Asset Management,USA,3/28/2021,3/28/2021,N,4/4/2021,N,N,N,N
ALSN,Allison Transmission Holdings Inc.,NYQ,Auto Parts,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
ALGN,Align Technology Inc.,NMS,Medical Appliances & Equipment,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AKBA,Akebia Therapeutics Inc.,NGM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AGO,Assured Guaranty Ltd.,NYQ,Surety & Title Insurance,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
AEZS,Aeterna Zentaris Inc.,NCM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ACRX,AcelRx Pharmaceuticals Inc.,NGM,Medical Appliances & Equipment,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ROK,Rockwell Automation Inc.,NYQ,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
GLPI,Gaming and Leisure Properties Inc.,NMS,REIT - Diversified,USA,5/12/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
AZZ,AZZ Inc.,NYQ,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ATRC,AtriCure Inc.,NGM,Medical Instruments & Supplies,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ARMK,Aramark,NYQ,Specialty Eateries,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
AOS,A. O. Smith Corporation,NYQ,Industrial Electrical Equipment,USA,3/28/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AMCX,AMC Networks Inc.,NMS,Entertainment - Diversified,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
ALIM,Alimera Sciences Inc.,NGM,Drug Manufacturers - Major,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ALE,ALLETE Inc.,NYQ,Diversified Utilities,USA,5/8/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AHT,Ashford Hospitality Trust Inc.,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ABB,ABB Ltd,NYQ,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
SPR,Spirit AeroSystems Holdings Inc.,NYQ,Aerospace Defense Products & Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
SEE,Sealed Air Corporation,NYQ,Packaging & Containers,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
BBVA,Banco Bilbao Vizcaya Argentaria S.A.,NYQ,Foreign Regional Banks,USA,4/3/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
APOG,Apogee Enterprises Inc.,NMS,General Building Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
ANDE,The Andersons Inc.,NMS,Farm Products,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
AMSC,American Superconductor Corporation,NMS,Industrial Electrical Equipment,USA,3/28/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AMRS,Amyris Inc.,NMS,Specialty Chemicals,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AMED,Amedisys Inc.,NMS,Home Health Care,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ALEX,Alexander & Baldwin Inc.,NYQ,Real Estate Development,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ALCO,Alico Inc.,NMS,Farm Products,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
ADUS,Addus HomeCare Corporation,NMS,Home Health Care,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ACTA,Actua Corporation,NMS,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
ACST,Acasti Pharma Inc.,NCM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AAWW,Atlas Air Worldwide Holdings Inc.,NMS,Air Services Other,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
WMS,Advanced Drainage Systems Inc.,NYQ,Rubber & Plastics,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PAG,Penske Automotive Group Inc.,NYQ,Auto Dealerships,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
MDRX,Allscripts Healthcare Solutions Inc.,NMS,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
KLIC,Kulicke and Soffa Industries Inc.,NMS,Semiconductor Equipment & Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
ETH,Ethan Allen Interiors Inc.,NYQ,Home Furnishings & Fixtures,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AZPN,Aspen Technology Inc.,NMS,Business Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
APRI,Apricus Biosciences Inc.,NCM,Drug Manufacturers - Other,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AMH,American Homes 4 Rent,NYQ,REIT - Residential,USA,5/12/2021,4/18/2021,4/18/2021,4/18/2021,N,N,N,N
AME,AMETEK Inc.,NYQ,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AJG,Arthur J. Gallagher & Co.,NYQ,Insurance Brokers,USA,3/28/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
AHGP,Alliance Holdings GP L.P.,NMS,Nonmetallic Mineral Mining,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AGCO,AGCO Corporation,NYQ,Farm & Construction Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AERI,Aerie Pharmaceuticals Inc.,NGM,Drug Manufacturers - Major,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ACRE,Ares Commercial Real Estate Corporation,NYQ,REIT - Diversified,USA,5/12/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
WAL,Western Alliance Bancorporation,NYQ,Regional - Pacific Banks,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
SYT,Syngenta AG,NYQ,Agricultural Chemicals,USA,5/12/2021,4/27/2021,4/27/2021,4/27/2021,N,N,N,N
SHLM,A. Schulman Inc.,NMS,Chemicals - Major Diversified,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
NOG,Northern Oil and Gas Inc.,ASE,Oil & Gas Drilling & Exploration,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
HTA,Healthcare Trust of America Inc.,NYQ,REIT - Healthcare Facilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
GIII,G-III Apparel Group Ltd.,NMS,Textile - Apparel Clothing,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
CVU,CPI Aerostructures Inc.,ASE,Aerospace Defense Products & Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ARE,Alexandria Real Estate Equities Inc.,NYQ,REIT - Office,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ANSS,Ansys Inc.,NMS,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
AMNB,American National Bankshares Inc.,NMS,Regional - Mid-Atlantic Banks,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
AMBS,Amarantus Bioscience Holdings Inc,PNK,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ALR,Alere Inc.,NYQ,Medical Laboratories & Research,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AIN,Albany International Corp.,NYQ,Textile Industrial,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AHL,Aspen Insurance Holdings Limited,NYQ,Property & Casualty Insurance,USA,3/26/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
AGX,Argan Inc.,NYQ,Heavy Construction,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ADTN,ADTRAN Inc.,NMS,Communication Equipment,USA,5/7/2021,5/7/2021,3/20/2021,3/20/2021,N,N,N,N
ADMS,Adamas Pharmaceuticals Inc.,NGM,Drugs - Generic,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ACLS,Axcelis Technologies Inc.,NMS,Semiconductor Equipment & Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
ABG,Asbury Automotive Group Inc.,NYQ,Auto Dealerships,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
ZX,China Zenix Auto International Limited,NYQ,Auto Parts,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
KS,KapStone Paper and Packaging Corporation,NYQ,Paper & Paper Products,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
HOLI,HollySys Automation Technologies Ltd.,NMS,Industrial Electrical Equipment,USA,3/28/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
GPI,Group 1 Automotive Inc.,NYQ,Auto Dealerships,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
AXTA,Axalta Coating Systems Ltd.,NYQ,Specialty Chemicals,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AWR,American States Water Company,NYQ,Water Utilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AWI,Armstrong World Industries Inc.,NYQ,General Building Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
AVEO,AVEO Pharmaceuticals Inc.,NCM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ATHM,Autohome Inc.,NYQ,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
ATAX,America First Multifamily Investors L.P.,NMS,Mortgage Investment,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
ASM,Avino Silver & Gold Mines Ltd.,ASE,Industrial Metals & Minerals,USA,5/12/2021,5/7/2021,5/7/2021,5/8/2021,N,N,N,N
ANH,Anworth Mortgage Asset Corporation,NYQ,REIT - Diversified,USA,3/28/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
ALX,Alexander s Inc.,NYQ,REIT - Retail,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AGI,Alamos Gold Inc.,NYQ,Gold,USA,5/9/2021,5/9/2021,5/9/2021,5/9/2021,N,N,N,N
AER,AerCap Holdings N.V.,NYQ,Air Services Other,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AE,Adams Resources & Energy Inc.,ASE,Oil & Gas Refining & Marketing,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
ODC,Oil-Dri Corporation of America,NYQ,Specialty Chemicals,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
KAR,KAR Auction Services Inc.,NYQ,Specialty Retail Other,USA,5/11/2021,3/23/2021,3/26/2021,3/26/2021,N,N,N,N
HUSA,Houston American Energy Corp.,ASE,Independent Oil & Gas,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
FMS,Fresenius Medical Care AG & Co. KGAA,NYQ,Specialized Health Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
DOX,Amdocs Limited,NMS,Business Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
CXW,CoreCivic Inc.,NYQ,REIT - Diversified,USA,5/12/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
AXS,AXIS Capital Holdings Limited,NYQ,Property & Casualty Insurance,USA,3/26/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
AXL,American Axle & Manufacturing Holdings Inc.,NYQ,Auto Parts,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
AWX,Avalon Holdings Corporation,ASE,Waste Management,USA,3/28/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AVID,Avid Technology Inc.,NMS,Multimedia & Graphics Software,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ASGN,On Assignment Inc.,NYQ,Staffing & Outsourcing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ARDX,Ardelyx Inc.,NGM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ARAY,Accuray Incorporated,NMS,Medical Appliances & Equipment,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
APT,Alpha Pro Tech Ltd.,ASE,General Building Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
APDN,Applied DNA Sciences Inc.,NCM,Security Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AMBC,Ambac Financial Group Inc.,NMS,Surety & Title Insurance,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
ALGT,Allegiant Travel Company,NMS,Regional Airlines,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ALDW,Alon USA Partners LP,NYQ,Oil & Gas Refining & Marketing,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
AIT,Applied Industrial Technologies Inc.,NYQ,Industrial Equipment Wholesale,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AIMC,Altra Industrial Motion Corp.,NMS,Industrial Electrical Equipment,USA,3/28/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AEL,American Equity Investment Life Holding Company,NYQ,Life Insurance,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
AEHR,Aehr Test Systems,NCM,Semiconductor Equipment & Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
ADHD,Alcobra Ltd.,NGM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ACUR,Acura Pharmaceuticals Inc.,PNK,Drug Delivery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ACHC,Acadia Healthcare Company Inc.,NMS,Specialized Health Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ACFC,Atlantic Coast Financial Corporation,NGM,Regional - Southeast Banks,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
ACCO,ACCO Brands Corporation,NYQ,Office Supplies,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
ABY,Atlantica Yield plc,NMS,Electric Utilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TA,TravelCenters of America LLC,NMS,Specialty Retail Other,USA,5/11/2021,3/23/2021,3/26/2021,3/26/2021,N,N,N,N
RPAI,Retail Properties of America Inc.,NYQ,REIT - Retail,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MANH,Manhattan Associates Inc.,NMS,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
LAMR,Lamar Advertising Company,NMS,REIT - Diversified,USA,5/12/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
AXN,Aoxing Pharmaceutical Company Inc.,ASE,Drug Manufacturers - Major,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ATRO,Astronics Corporation,NMS,Aerospace Defense Products & Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ATNI,ATN International Inc.,NMS,Telecom Services - Domestic,USA,3/19/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
ARCW,ARC Group Worldwide Inc.,NCM,Metal Fabrication,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
APEI,American Public Education Inc.,NMS,Education & Training Services,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
AP,Ampco-Pittsburgh Corporation,NYQ,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ANIK,Anika Therapeutics Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ANGO,AngioDynamics Inc.,NMS,Medical Instruments & Supplies,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AMOT,Allied Motion Technologies Inc.,NGM,Industrial Electrical Equipment,USA,3/28/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AM,Antero Midstream Partners LP,NYQ,Oil & Gas Pipelines,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
ALV,Autoliv Inc.,NYQ,Auto Parts,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
ALOG,Analogic Corporation,NMS,Medical Laboratories & Research,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AKR,Acadia Realty Trust,NYQ,Property Management,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AEGN,Aegion Corporation,NMS,Heavy Construction,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
WRLD,World Acceptance Corporation,NMS,Credit Services,USA,3/26/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
UHAL,AMERCO,NMS,Rental & Leasing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
UAMY,United States Antimony Corporation,ASE,Industrial Metals & Minerals,USA,5/12/2021,5/7/2021,5/7/2021,5/8/2021,N,N,N,N
SAH,Sonic Automotive Inc.,NYQ,Auto Dealerships,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
NAII,Natural Alternatives International Inc.,NGM,Drug Related Products,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
CACC,Credit Acceptance Corporation,NMS,Credit Services,USA,3/26/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
ATSG,Air Transport Services Group Inc.,NMS,Air Delivery & Freight Services,USA,3/28/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
ASB,Associated Banc-Corp,NYQ,Regional - Midwest Banks,USA,3/28/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
AROW,Arrow Financial Corporation,NMS,Regional - Northeast Banks,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
ARCB,ArcBest Corporation,NMS,Trucking,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AMRK,A-Mark Precious Metals Inc.,NMS,Investment Brokerage - National,USA,3/26/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
ALRM,Alarm.Com Holdings Inc.,NMS,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
AHP,Ashford Hospitality Prime Inc.,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AGRX,Agile Therapeutics Inc.,NGM,Drugs - Generic,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AFAM,Almost Family Inc.,NMS,Home Health Care,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ADK,AdCare Health Systems Inc.,ASE,Long-Term Care Facilities,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ABTL,Autobytel Inc.,NCM,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
ABCD,Cambium Learning Group Inc.,NCM,Education & Training Services,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
AAOI,Applied Optoelectronics Inc.,NGM,Semiconductor - Integrated Circuits,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
USAP,Universal Stainless & Alloy Products Inc,NMS,Steel & Iron,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
STFC,State Auto Financial Corporation,NMS,Property & Casualty Insurance,USA,3/26/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
STAY,Extended Stay America Inc.,NYQ,Lodging,USA,5/11/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
SEED,Origin Agritech Limited,NMS,Farm Products,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
RGA,Reinsurance Group of America Incorporated,NYQ,Life Insurance,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
CEA,China Eastern Airlines Corporation Limited,NYQ,Major Airlines,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AXR,AMREP Corporation,NYQ,Business Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AVD,American Vanguard Corporation,NYQ,Agricultural Chemicals,USA,5/12/2021,4/27/2021,4/27/2021,4/27/2021,N,N,N,N
AUDC,AudioCodes Ltd.,NMS,Communication Equipment,USA,5/7/2021,5/7/2021,3/20/2021,3/20/2021,N,N,N,N
ATRI,Atrion Corporation,NMS,Medical Instruments & Supplies,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ATOS,Atossa Genetics Inc.,NCM,Diagnostic Substances,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ARC,ARC Document Solutions Inc.,NYQ,Business Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
AOSL,Alpha and Omega Semiconductor Limited,NMS,Semiconductor - Specialized,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
AOI,Alliance One International Inc.,NYQ,Tobacco Products Other,USA,5/11/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
AMWD,American Woodmark Corporation,NMS,Home Furnishings & Fixtures,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ALLY,Ally Financial Inc.,NYQ,Mortgage Investment,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
AIRI,Air Industries Group,ASE,Aerospace Defense Products & Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ACGL,Arch Capital Group Ltd.,NMS,Property & Casualty Insurance,USA,3/26/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
ACFN,Acorn Energy Inc.,PNK,Aerospace Defense Products & Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ABR,Arbor Realty Trust Inc.,NYQ,REIT - Diversified,USA,5/12/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
ABCB,Ameris Bancorp,NMS,Regional - Mid-Atlantic Banks,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
RAIL,FreightCar America Inc.,NMS,Railroads,USA,5/12/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
MITT,AG Mortgage Investment Trust Inc.,NYQ,REIT - Diversified,USA,5/12/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc.,NYQ,REIT - Diversified,USA,5/12/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
GOL,GOL Linhas Areas Inteligentes S.A.,NYQ,Regional Airlines,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
GIL,Gildan Activewear Inc.,NYQ,Textile - Apparel Clothing,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
ATTO,Atento S.A.,NYQ,Business Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ATR,AptarGroup Inc.,NYQ,Packaging & Containers,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ATNM,Actinium Pharmaceuticals Inc.,ASE,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ASTC,Astrotech Corporation,NCM,Aerospace Defense Products & Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ASR,Grupo Aeroportuario del Sureste S. A. B. de C. V.,NYQ,Air Services Other,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ASC,Ardmore Shipping Corporation,NYQ,Shipping,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ARTNA,Artesian Resources Corporation,NMS,Water Utilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ACNB,ACNB Corporation,NCM,Regional - Southwest Banks,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
AAV,Advantage Oil & Gas Ltd.,NYQ,Oil & Gas Drilling & Exploration,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
AAT,American Assets Trust Inc.,NYQ,REIT - Retail,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ZNH,China Southern Airlines Company Limited,NYQ,Major Airlines,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
LNT,Alliant Energy Corporation,NYQ,Electric Utilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
KALU,Kaiser Aluminum Corporation,NMS,Aluminum,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
HOMB,Home Bancshares Inc. (Conway AR),NMS,Money Center Banks,USA,5/11/2021,3/27/2021,3/27/2021,3/27/2021,N,N,N,N
FAF,First American Financial Corporation,NYQ,Property & Casualty Insurance,USA,3/26/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
FAC,First Acceptance Corporation,NYQ,Accident & Health Insurance,USA,4/4/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
CAAS,China Automotive Systems Inc.,NCM,Auto Parts,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
BETR,Amplify Snack Brands Inc.,NYQ,Food - Major Diversified,USA,5/11/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
